SHIPPER_ID,SHIPMENT_NUMBER,CARRIER_DISPLAY_ID,VEHICLE_TYPE,VEHICLE_BUILD_UP,FIRST_COLLECTION_POST_CODE,LAST_DELIVERY_POST_CODE,FIRST_COLLECTION_LATITUDE,FIRST_COLLECTION_LONGITUDE,LAST_DELIVERY_LATITUDE,LAST_DELIVERY_LONGITUDE,FIRST_COLLECTION_SCHEDULE_EARLIEST,FIRST_COLLECTION_SCHEDULE_LATEST,LAST_DELIVERY_SCHEDULE_EARLIEST,LAST_DELIVERY_SCHEDULE_LATEST,DELIVERY_DISTANCE,LAT,LON,RECORD_TIMESTAMP,LATE_DELIVERY
39a4e234-5d35-4d94-8e8a-b8bf6fe13953,SEZHUK-231025-256168,CAUK000155,Tractor Unit,Curtain Side,CV23 8BQ,G75 0ZZ,52.3570004,-1.1733594,55.7361786,-4.1679568,2023-11-07T14:00:00+00:00,2023-11-07T15:00:00+00:00,2023-11-07T23:00:00+00:00,2023-11-07 23:59:00+00:00,424.1,55.7359974356341,-4.16851203988927,2023-11-08 03:19:00+00:00,1
eb7a9df0-4875-43d8-9060-c79c35eae2fb,SEZHUK-231126-266580,CAUK001068,Tractor Unit,Box 44ft,BD5 8LZ,RG19 4BQ,53.7668466,-1.7405195,51.399350000000005,-1.2314503,2023-11-27T00:20:00+00:00,2023-11-27T02:00:01+00:00,2023-11-27T07:37:00+00:00,2023-11-27 10:33:01+00:00,265.7,51.39891409547911,-1.23110538785241,2023-11-27 12:56:00+00:00,1
bad2a1c4-4cf3-4157-864f-ce161784831f,SEZHUK-231102-258924,CAUK000689,Tractor Unit,Curtain-Side 13.6M Trailer,PR7 7NA,NP26 3TS,53.686791,-2.6725146,51.57282060000001,-2.8584854,2023-11-03T16:00:00+00:00,2023-11-03T17:00:00+00:00,2023-11-04T10:55:00+00:00,2023-11-04 11:25:00+00:00,235.58,51.5734636141316,-2.85885425466787,2023-11-04 11:58:00+00:00,1
3244246f-e37c-4ba4-b9b3-61416a4449ae,SEZHUK-231121-265105,CAUK000863,Tractor Unit,Curtain-Side 13.6M Trailer,S80 3FY,OX16 2AA,53.293412,-1.0740077,52.0816323,-1.329315,2023-11-23T05:00:00+00:00,2023-11-23T05:59:00+00:00,2023-11-23T10:25:00+00:00,2023-11-23 10:55:00+00:00,135.95,52.082115954883,-1.33003056786023,2023-11-23 12:30:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2949136430398,-1.06677629984915,2023-12-15 12:20:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944764,-1.0661667,2023-12-15 12:22:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944898,-1.0661795,2023-12-15 12:23:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2950435,-1.0667335,2023-12-15 12:24:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944875,-1.0661451,2023-12-15 12:25:00+00:00,1
2aac1ee1-5cab-42c8-9d2f-ec995a63c14f,SEZHUK-231213-272973,CAUK001047,Tractor Unit,Curtain-Side 13.6M Trailer,GL16 8JB,S80 3EG,51.7861166,-2.6201587,53.29541030000001,-1.0662826,2023-12-14T20:00:00+00:00,2023-12-14T21:00:00+00:00,2023-12-15T02:30:00+00:00,2023-12-15 03:00:00+00:00,198.29,53.2944818,-1.0661457,2023-12-15 12:26:00+00:00,1
